Item ID	Item Name	SKU	HSN/SAC	Description	Rate	Account	Account Code	Taxable	Exemption Reason	Taxability Type	Product Type	Intra State Tax Name	Intra State Tax Rate	Intra State Tax Type	Inter State Tax Name	Inter State Tax Rate	Inter State Tax Type	Source	Reference ID	Last Sync Time	Status	Usage unit	Unit Name	Purchase Rate	Purchase Account	Purchase Account Code	Purchase Description	Inventory Account	Inventory Account Code	Inventory Valuation Method	Reorder Point	Vendor	Opening Stock	Opening Stock Value	Stock On Hand	Item Type	Sellable	Purchasable	Track Inventory
1010218	H201S Reg 4 Step S/w type PC (Small Back)	EL-HS-2022	84149030		INR 104.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 94.54	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 94.54		Sales and Purchases	true	true	true
1010219	H211 16 A Switch PC	EL-HS-2023	85361020		INR 52.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 48.00	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 44.72		Sales and Purchases	true	true	true
1010220	H212 16 A 2 Way Switch PC	EL-HS-2024	85361010		INR 84.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 76.36	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 64.36		Sales and Purchases	true	true	true
1010221	H213 16 A Switch + Box PC	EL-HS-2025	85361020		INR 84.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 76.36	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 64.36		Sales and Purchases	true	true	true
1010222	H221 16 A Skt PC	EL-HS-2026	85366910		INR 55.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 50.18	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 45.45		Sales and Purchases	true	true	true
1010223	H222 16 A Skt + Box PC	EL-HS-2027	85366910		INR 84.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 76.36	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 64.36		Sales and Purchases	true	true	true
1010224	H223 6 A Comb + Box PC	EL-HS-2028	85361010		INR 80.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 72.72	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 70.17		Sales and Purchases	true	true	true
1010225	H231 16 A Combined PC	EL-HS-2031	85366910		INR 86.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 78.17	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 75.99		Sales and Purchases	true	true	true
1010226	H231A 16 A Combined + Box PC	EL-HS-2031A	85366910		INR 91.70	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 83.36	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 81.08		Sales and Purchases	true	true	true
1010227	H231D 16 A Double SS Combined with Box Shutter	EL-HS-2031D	85366910		INR 215.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 195.99	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 195.99		Sales and Purchases	true	true	true
1010228	H231S 16 A Combined + Box Smart	EL-HS-2031S	85366910		INR 101.90	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 92.63	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 90.54		Sales and Purchases	true	true	true
1010229	H232 5 in 1 PC	EL-HS-2032	85361020		INR 132.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 111.99	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 111.99		Sales and Purchases	true	true	true
1010230	H232A 5 in 1 + Box PC	EL-HS-2032A	85361020		INR 168.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 152.71	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 139.99		Sales and Purchases	true	true	true
1010231	H233 6 A 2+4 Combined PC	EL-HS-2033	85361010		INR 128.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 116.35	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 106.53		Sales and Purchases	true	true	true
1010232	H234 16 A 1+4 Combined + Box PC	EL-HS-2034	85366910		INR 114.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 103.63	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 94.54		Sales and Purchases	true	true	true
1010233	H251S Reg Vol Skt type PC (Small Back)	EL-HS-2051	85366910		INR 92.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 83.63	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 75.99		Sales and Purchases	true	true	true
1010234	H261S Reg 5 Step Skt type PC (Small Back)	EL-HS-2052	84149030		INR 136.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 123.62	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 111.63		Sales and Purchases	true	true	true
1010235	H281 T V Socket PC	EL-HS-2053	85365090		INR 32.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 29.09	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 28.36		Sales and Purchases	true	true	true
1010236	H291 T P Jack PC	EL-HS-2054	85365090		INR 44.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 40.00	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 39.27		Sales and Purchases	true	true	true
1010237	H312 32 A DP Switch Magic	EL-HS-2055	85361010		INR 140.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 127.26	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 101.81		Sales and Purchases	true	true	true
1010238	H313 32 A DP Home Safe Suface Mount	EL-HS-2056	85365090		INR 196.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 178.16	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 169.07		Sales and Purchases	true	true	true
1010239	H421 Angle Holder Magic - ISI Marked	EL-HS-2421	85366110		INR 19.66	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 17.85	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 17.85		Sales and Purchases	true	true	true
1010240	H422 Battan Holder Magic - ISI MARKED	EL-HS-2422	85366110		INR 19.66	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 17.85	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 17.85		Sales and Purchases	true	true	true
1010241	H423 Battan Holder CURVEY - ISI MARKED	EL-HS-2423	85366110		INR 19.11	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 17.34	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 17.34		Sales and Purchases	true	true	true
1010242	H424 Angle Holder CURVEY - ISI MARKED	EL-HS-2424	85366110		INR 19.11	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 17.34	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 17.34		Sales and Purchases	true	true	true
1010243	H425 Angle Holder Pride	EL-HS-2425	85366110		INR 19.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 17.45	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 16.36		Sales and Purchases	true	true	true
1010244	H426 Battan Holder Pride	EL-HS-2426	85366110		INR 19.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 17.45	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 16.36		Sales and Purchases	true	true	true
1010245	H431 Burfi Holder	EL-HS-2431	85366110		INR 16.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 14.91	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 14.91		Sales and Purchases	true	true	true
1010246	H441 Square Holder ( Deep Holder) - ISI MARKED	EL-HS-2441	85366110		INR 39.88	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 36.20	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 36.20		Sales and Purchases	true	true	true
1010247	H441P Battan Holder Square Prim	EL-HS-2441P	85366110		INR 34.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 30.91	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 31.63		Sales and Purchases	true	true	true
1010248	H442P Square Angle Holder Prime	EL-HS-2442P	85366110		INR 34.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 30.91	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 31.63		Sales and Purchases	true	true	true
1010249	H451 Celling Rose (2 Plates)	EL-HS-2451	85366110		INR 17.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 15.63	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 15.63		Sales and Purchases	true	true	true
1010250	H452 Celling Rose Colour (2 Plates)	EL-HS-2452	85366110		INR 17.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 15.63	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 15.23		Sales and Purchases	true	true	true
1010251	H453 Celling Rose Square	EL-HS-2453	85366110		INR 36.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 32.72	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 32.72		Sales and Purchases	true	true	true
1010252	H461 Fancy Angle Holder Colour	EL-HS-2461	85366110		INR 23.72	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 21.53	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 21.53		Sales and Purchases	true	true	true
1010253	H461M Fancy Angle Holder Magic - ISI MARKED	EL-HS-2461M	85366110		INR 23.72	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 21.53	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 21.53		Sales and Purchases	true	true	true
1010254	H462 Fancy Battan Holder Colour	EL-HS-2462	85366110		INR 23.72	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 21.53	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 21.53		Sales and Purchases	true	true	true
1010255	H462M Fancy battan Holder Magic - ISI MARKED	EL-HS-2462M	85366110		INR 23.72	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 21.53	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 21.53		Sales and Purchases	true	true	true
1010256	H463M Fancy Jumbo Holder White - ISI MARKED	EL-HS-2463M	85366110		INR 32.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 29.09	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 30.91		Sales and Purchases	true	true	true
1010257	H465 Fancy Angle Holder Pearl	EL-HS-2465	85366110		INR 21.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 19.27	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 21.09		Sales and Purchases	true	true	true
1010258	H466 Fancy Battan Holder Pearl	EL-HS-2466	85366110		INR 21.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 19.27	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 21.09		Sales and Purchases	true	true	true
1010259	H467C Pendent Holder Black Champ	EL-HS-2467C	85366110		INR 12.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 11.64	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 10.91		Sales and Purchases	true	true	true
1010260	H467G Pendent Holder (Black) (Gazzab)	EL-HS-2467G	85366110		INR 10.28	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 9.33	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 9.33		Sales and Purchases	true	true	true
1010261	H475G Skirt Holder (White) (Gazzab)	EL-HS-2475G	85366110		INR 16.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 14.54	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 14.18		Sales and Purchases	true	true	true
1010262	H476W Pendent Holder (White) (Gazzab)	EL-HS-2476W	85366110		INR 15.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 14.18	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 13.09		Sales and Purchases	true	true	true
1010263	H477 Multi Holder (Black) (Hero)	EL-HS-2477	85366110		INR 7.93	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 7.21	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 7.21		Sales and Purchases	true	true	true
1010264	H477C Multi Holder (Black) (Charm)	EL-HS-2477C	85366110		INR 14.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 13.45	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 12.00		Sales and Purchases	true	true	true
1010265	H477G Multi Holder (Black) (Gazzab)	EL-HS-2477G	85366110		INR 11.11	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 10.08	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 10.08		Sales and Purchases	true	true	true
1010266	H477W Multi Holder (White) (Gazzab)	EL-HS-2477W	85366110		INR 16.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 15.27	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 14.91		Sales and Purchases	true	true	true
1010267	H478 Parallel Adepter	EL-HS-2478	85366110		INR 18.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 16.73	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 16.73		Sales and Purchases	true	true	true
1010268	H479 2 Pin Parallel Adepter	EL-HS-2479	85366110		INR 22.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 20.00	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 20.00		Sales and Purchases	true	true	true
1010269	H511 2 pin top dlx	EL-HS-2511	85365090		INR 8.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 7.27	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 7.27		Sales and Purchases	true	true	true
1010270	H511C 2 pin top dlx - Coloured	EL-HS-2511C	85365090		INR 8.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 7.27	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 7.27		Sales and Purchases	true	true	true
1010271	H511MF Male Female dlx	EL-HS-2511MF	85365090		INR 15.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 14.18	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 14.18		Sales and Purchases	true	true	true
1010272	H511MFC Male Female dlx - Coloured	EL-HS-2511MFC	85365090		INR 15.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 14.18	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 14.18		Sales and Purchases	true	true	true
1010273	H514MF Male Female Cute	EL-HS-2514MF	85365090		INR 21.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 19.27	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 19.27		Sales and Purchases	true	true	true
1010274	H515 2 Pin top Cute	EL-HS-2515	85365090		INR 11.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 10.18	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 10.18		Sales and Purchases	true	true	true
1010275	H516 2 Pin Top Dingo - White	EL-HS-2516	85365090		INR 11.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 10.54	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 10.54		Sales and Purchases	true	true	true
1010276	H516MF Male Female Dingo - White	EL-HS-2516MF	85365090		INR 22.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 20.36	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 20.36		Sales and Purchases	true	true	true
1010277	H517 2 Pin Top Dingo - Amber	EL-HS-2517	85365090		INR 11.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 10.54	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 10.54		Sales and Purchases	true	true	true
1010278	H517MF Male Female Dingo - Amber	EL-HS-2517MF	85365090		INR 22.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 20.36	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 20.36		Sales and Purchases	true	true	true
1010279	H521 5 Pin Multi Plug Deluxe (3X5) (W/C)	EL-HS-2521	85365090		INR 26.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 17.65	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 17.65		Sales and Purchases	true	true	true
1010280	H521U 5 Pin Multi Plug Urea	EL-HS-2521U	85365090		INR 26.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 22.18	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 22.18		Sales and Purchases	true	true	true
1010281	H523 5 Pin Multi Plug Rainbow	EL-HS-2523	85365090		INR 22.22	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 20.17	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 20.17		Sales and Purchases	true	true	true
1010282	H524 5 Pin Multi Plug Magna	EL-HS-2524	85365090		INR 22.22	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 20.17	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 20.17		Sales and Purchases	true	true	true
1010283	H525 5 A to 15 A Multi plug	EL-HS-2525	85365090		INR 94.43	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 85.71	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 85.71		Sales and Purchases	true	true	true
1010284	H527 Multi Plug Ultra (10 pcs pack)	EL-HS-2527	85365090		INR 100.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 91.26	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 91.26		Sales and Purchases	true	true	true
1010285	H531 3 Pin Top 6 A PC	EL-HS-2531	85365090		INR 33.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 30.54	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 25.82		Sales and Purchases	true	true	true
1010286	H531N 3 Pin Top 6 A NEXTA	EL-HS-2531N	85365090		INR 33.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 30.54	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 28.36		Sales and Purchases	true	true	true
1010287	H531S 3 Pin Top 6 A Super	EL-HS-2531S	85365090		INR 37.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 34.18	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 29.45		Sales and Purchases	true	true	true
1010288	H531T 3 Pin Top 6 A PC (Ori)	EL-HS-2531T	85365090		INR 33.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 30.54	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 28.00		Sales and Purchases	true	true	true
1010289	H531U 3 Pin Top 6 A Urea	EL-HS-2531U	85365090		INR 33.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 30.54	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 25.82		Sales and Purchases	true	true	true
1010290	H541 3 Pin Top 16 A PC	EL-HS-2541	85365090		INR 58.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 53.45	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 47.27		Sales and Purchases	true	true	true
1010291	H541N 3 Pin Top 16 A NEXTA	EL-HS-2541N	85365090		INR 58.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 53.45	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 50.90		Sales and Purchases	true	true	true
1010292	H541S 3 Pin Top 16 A Super	EL-HS-2541S	85365090		INR 65.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 59.27	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 53.09		Sales and Purchases	true	true	true
1010293	H541T 3 Pin Top 16 A PC (Ori)	EL-HS-2541T	85365090		INR 58.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 53.45	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 47.27		Sales and Purchases	true	true	true
1010294	H541U 3 Pin Top 16 A Urea	EL-HS-2541U	85365090		INR 58.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 53.45	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 47.27		Sales and Purchases	true	true	true
1010295	H551W Bed Switch (W/C)	EL-HS-2551W	85365020		INR 15.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 13.82	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 13.82		Sales and Purchases	true	true	true
1010296	H552 Bell Push Bed Switch (W/C)	EL-HS-2552	85361010		INR 19.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 17.45	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 14.18		Sales and Purchases	true	true	true
1010297	H552W Bell Push Bed Switch (W/C)	EL-HS-2552W	85361010		INR 18.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 16.36	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 12.60		Sales and Purchases	true	true	true
1010298	H553 Bed Switch Magic	EL-HS-2553	85365020		INR 12.22	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 11.09	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 11.09		Sales and Purchases	true	true	true
1010299	H562 PVC Tape NEXTA (Black/R/G/B/Y/W)	EL-HS-2562	39199090		INR 7.70	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 7.30	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 7.3042		Sales and Purchases	true	true	true
