Item ID	Item Name	SKU	HSN/SAC	Description	Rate	Account	Account Code	Taxable	Exemption Reason	Taxability Type	Product Type	Intra State Tax Name	Intra State Tax Rate	Intra State Tax Type	Inter State Tax Name	Inter State Tax Rate	Inter State Tax Type	Source	Reference ID	Last Sync Time	Status	Usage unit	Unit Name	Purchase Rate	Purchase Account	Purchase Account Code	Purchase Description	Inventory Account	Inventory Account Code	Inventory Valuation Method	Reorder Point	Vendor	Opening Stock	Opening Stock Value	Stock On Hand	Item Type	Sellable	Purchasable	Track Inventory
1010300	H571 Line Tester - Saathi	EL-HS-2571	820540		INR 27.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 25.09	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 24.36		Sales and Purchases	true	true	true
1010301	H581D Bell Vocal Melody	EL-HS-2581D	853180		INR 148.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 134.53	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 128.35		Sales and Purchases	true	true	true
1010302	H581E Bell Vocal Edge	EL-HS-2581E	853180		INR 158.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 144.35	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 144.35		Sales and Purchases	true	true	true
1010303	H585 Alarm Water Over flow	EL-HS-2585	853180		INR 206.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 187.25	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 179.98		Sales and Purchases	true	true	true
1010304	H586 Remote Bell	EL-HS-2586	853180		INR 370.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 336.33	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 319.97		Sales and Purchases	true	true	true
1010305	H586C Remote Bell	EL-HS-2586C	853180		INR 420.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 381.78	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 381.78		Sales and Purchases	true	true	true
1010306	H587 Parrot Bell (Bul Bul)	EL-HS-2587	853180		INR 110.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 99.99	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 96.35		Sales and Purchases	true	true	true
1010307	H588M Bell Vocal Marc	EL-HS-2588M	853180		INR 208.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 189.07	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 180.71		Sales and Purchases	true	true	true
1010308	H589 Ding Dong Bell - Dous	EL-HS-2589	853180		INR 156.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 141.80	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 123.62		Sales and Purchases	true	true	true
1010309	H593 AC Box Ultra	EL-HS-2593	85365090		INR 448.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 393.30	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 393.30		Sales and Purchases	true	true	true
1010310	C1415 Capsule Surge Protector 1+4 1.5 meter	EL-HS-3001	85366910		INR 373.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 339.60	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 339.60		Sales and Purchases	true	true	true
1010311	C4415 Capsule Surge Protector 4+4 1.5 meter	EL-HS-3002	85366910		INR 491.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 446.50	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 446.50		Sales and Purchases	true	true	true
1010312	CO32 32 A DP Change Over	EL-HS-3003	85362030		INR 436.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 396.32	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 317.42		Sales and Purchases	true	true	true
1010313	CO40 40 A DP Change Over	EL-HS-3004	85362030		INR 456.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 414.50	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 332.69		Sales and Purchases	true	true	true
1010314	CO63 63 A DP Change Over	EL-HS-3005	85362030		INR 568.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 516.31	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 414.14		Sales and Purchases	true	true	true
1010315	DDB10 10 way Double Door Distribution Box	EL-HS-3006	853710		INR 733.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 666.84	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 666.84		Sales and Purchases	true	true	true
1010316	DDB12 12 way Double Door Distribution Box	EL-HS-3007	853710		INR 814.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 739.93	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 739.93		Sales and Purchases	true	true	true
1010317	DDB16 16 way Double Door Distribution Box	EL-HS-3008	853710		INR 975.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 886.82	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 886.82		Sales and Purchases	true	true	true
1010318	DDB4 4 Way Double Door Distribution Box	EL-HS-3009	853710		INR 486.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 442.14	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 442.14		Sales and Purchases	true	true	true
1010319	DDB6 6 way Double Door Distribution Box	EL-HS-3010	853710		INR 566.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 514.86	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 514.86		Sales and Purchases	true	true	true
1010320	DDB8 8 way Double Door Distribution Box	EL-HS-3011	853710		INR 646.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 587.58	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 587.58		Sales and Purchases	true	true	true
1010321	ELCDP32100 32 A 100 mA RCCB DP	EL-HS-3012	85362010		INR 1086.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 987.90	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 898.09		Sales and Purchases	true	true	true
1010322	ELCDP3230 32 A 30 mA RCCB DP	EL-HS-3013	85362010		INR 1086.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 987.90	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 786.50		Sales and Purchases	true	true	true
1010323	ELCDP40100 40 A 100 mA RCCB DP	EL-HS-3014	85362010		INR 1086.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 987.90	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 898.09		Sales and Purchases	true	true	true
1010324	ELCDP4030 40 A 30 mA RCCB DP	EL-HS-3015	85362010		INR 1086.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 987.90	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 898.09		Sales and Purchases	true	true	true
1010325	ELCDP63100 63 A 100 mA RCCB DP	EL-HS-3016	85362010		INR 1190.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 1081.89	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 983.54		Sales and Purchases	true	true	true
1010326	ELCDP6330 63 A 30 mA RCCB DP	EL-HS-3017	85362010		INR 1190.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 1081.89	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 786.50		Sales and Purchases	true	true	true
1010327	ELCFP32100 32 A 100 mA RCCB FP	EL-HS-3018	85362010		INR 1213.09	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 1101.11	Cost of Goods Sold		N/A in PDF	Inventory Asset				VIJAY ENTERPRISES	0	INR 1101.11		Sales and Purchases	true	true	true
1010328	ELCFP3230 32 A 30 mA RCCB FP	EL-HS-3019	85362010		INR 1213.09	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 1101.11	Cost of Goods Sold		N/A in PDF	Inventory Asset				VIJAY ENTERPRISES	0	INR 1101.11		Sales and Purchases	true	true	true
1010329	ELCFP40100 40 A 100 mA RCCB FP	EL-HS-3020	85362010		INR 1859.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 1690.23	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 1536.57		Sales and Purchases	true	true	true
1010330	ELCFP4030 40 A 30 mA RCCB FP	EL-HS-3021	85362010		INR 1213.09	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 1101.11	Cost of Goods Sold		N/A in PDF	Inventory Asset				VIJAY ENTERPRISES	0	INR 1101.11		Sales and Purchases	true	true	true
1010331	ELCFP63100 63 A 100 mA RCCB FP	EL-HS-3022	85362010		INR 1859.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 1690.23	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 1536.57		Sales and Purchases	true	true	true
1010332	ELCFP6330 63 A 30 mA RCCB FP	EL-HS-3023	85362010		INR 1859.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 1690.23	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 983.54		Sales and Purchases	true	true	true
1010333	ES24 Extension Siri 2 pin 4 Mtr	EL-HS-3024	85366910		INR 240.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 218.16	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 218.16		Sales and Purchases	true	true	true
1010334	M1515 Magic Power Strip 1+5 2 yard	EL-HS-3025	85366910		INR 255.50	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 231.92	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 231.92		Sales and Purchases	true	true	true
1010335	M15360 360 Power Strip 1+5 2 yard	EL-HS-3026	85366910		INR 327.71	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 297.46	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 297.46		Sales and Purchases	true	true	true
1010336	M1540 Magic Power Strip 1+5 4 yard	EL-HS-3027	85366910		INR 305.49	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 277.29	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 277.29		Sales and Purchases	true	true	true
1010337	M40360 360 Power Strip 1+5 4 yard	EL-HS-3028	85366910		INR 377.70	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 342.83	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 342.83		Sales and Purchases	true	true	true
1010338	MDP06 06 A MCB DP	EL-HS-3029	85361010		INR 263.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 239.25	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 200.34		Sales and Purchases	true	true	true
1010339	MDP10 10 A MCB DP	EL-HS-3030	85362030		INR 263.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 239.25	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 200.34		Sales and Purchases	true	true	true
1010340	MDP16 16 A MCB DP	EL-HS-3031	85362030		INR 263.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 239.25	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 200.34		Sales and Purchases	true	true	true
1010341	MDP20 20 A MCB DP	EL-HS-3032	85362030		INR 263.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 239.25	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 200.34		Sales and Purchases	true	true	true
1010342	MDP25 25 A MCB DP	EL-HS-3033	85362030		INR 263.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 239.25	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 200.34		Sales and Purchases	true	true	true
1010343	MDP32 32 A MCB DP	EL-HS-3034	85362030		INR 263.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 239.25	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 200.34		Sales and Purchases	true	true	true
1010344	MDP40 40 A MCB DP	EL-HS-3035	85362030		INR 374.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 339.97	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 274.15		Sales and Purchases	true	true	true
1010345	MDP63 63 A MCB DP	EL-HS-3036	85362030		INR 428.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 389.05	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 322.15		Sales and Purchases	true	true	true
1010346	MFP06 06 A MCB FP	EL-HS-3037	85362030		INR 600.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 546.13	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 474.86		Sales and Purchases	true	true	true
1010347	MFP10 10 A MCB FP	EL-HS-3038	85362030		INR 600.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 546.13	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 474.86		Sales and Purchases	true	true	true
1010348	MFP16 16 A MCB FP	EL-HS-3039	85362030		INR 600.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 546.13	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 474.86		Sales and Purchases	true	true	true
1010349	MFP20 20 A MCB FP	EL-HS-3040	85362030		INR 600.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 546.13	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 474.86		Sales and Purchases	true	true	true
1010350	MFP25 25 A MCB FP	EL-HS-3041	85362030		INR 600.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 546.13	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 474.86		Sales and Purchases	true	true	true
1010351	MFP32 32 A MCB FP	EL-HS-3042	85362030		INR 600.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 546.13	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 474.86		Sales and Purchases	true	true	true
1010352	MFP40 40 A MCB FP	EL-HS-3043	85362030		INR 796.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 723.56	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 562.49		Sales and Purchases	true	true	true
1010353	MFP63 63 A MCB FP	EL-HS-3044	85362030		INR 904.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 821.74	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 679.93		Sales and Purchases	true	true	true
1010354	MG01 1 n 2 M Iron Box (Tata Steel)	EL-HS-3045	853890		INR 35.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 32.00	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 31.27		Sales and Purchases	true	true	true
1010355	MG02 3 M Iron Box (Tata Steel)	EL-HS-3046	853890		INR 46.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 41.81	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 40.72		Sales and Purchases	true	true	true
1010356	MG03 4 M Iron Box (Tata Steel)	EL-HS-3047	853890		INR 55.20	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 50.18	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 49.09		Sales and Purchases	true	true	true
1010357	MG04 6 M Iron Box 8x3 (Tata Steel)	EL-HS-3048	853890		INR 73.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 66.90	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 65.45		Sales and Purchases	true	true	true
1010358	MG05 8 M Long Iron Box 9x3 (Tata Steel)	EL-HS-3049	853890		INR 82.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 74.90	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 73.08		Sales and Purchases	true	true	true
1010359	MG06 8 M Square Iron Box (Tata Steel)	EL-HS-3050	853890		INR 83.60	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 75.99	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 74.17		Sales and Purchases	true	true	true
1010360	MG07 12 M Iron Box (Tata Steel)	EL-HS-3051	853890		INR 104.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 94.90	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 92.72		Sales and Purchases	true	true	true
1010361	MG08 16 M Iron Box (Tata Steel)	EL-HS-3052	853890		INR 126.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 114.53	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 111.99		Sales and Purchases	true	true	true
1010362	MG09 18 M Iron Box (Tata Steel)	EL-HS-3053	853890		INR 142.40	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 129.44	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 126.90		Sales and Purchases	true	true	true
1010363	MSN06 06 A MCB SPN	EL-HS-3054	85362030		INR 252.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 229.07	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 179.62		Sales and Purchases	true	true	true
1010364	MSN10 10 A MCB SPN	EL-HS-3055	85362030		INR 252.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 229.07	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 179.62		Sales and Purchases	true	true	true
1010365	MSN16 16 A MCB SPN	EL-HS-3056	85362030		INR 252.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 229.07	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 179.62		Sales and Purchases	true	true	true
1010366	MSN20 20 A MCB SPN	EL-HS-3057	85362030		INR 252.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 229.07	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 179.62		Sales and Purchases	true	true	true
1010367	MSN25 25 A MCB SPN	EL-HS-3058	85362030		INR 252.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 229.07	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 179.62		Sales and Purchases	true	true	true
1010368	MSN32 32 A MCB SPN	EL-HS-3059	85362030		INR 252.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 229.07	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 179.62		Sales and Purchases	true	true	true
1010369	MSN40 40 A MCB SPN	EL-HS-3060	85362030		INR 350.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 318.15	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 247.61		Sales and Purchases	true	true	true
1010370	MSN63 63 A MCB SPN	EL-HS-3061	85362030		INR 372.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 338.15	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 307.60		Sales and Purchases	true	true	true
1010371	MSP06 06A MCB SP	EL-HS-3062	85362030		INR 93.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 85.32	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 76.36		Sales and Purchases	true	true	true
1010372	MSP10 10A MCB SP	EL-HS-3063	85362030		INR 93.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 85.32	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 76.36		Sales and Purchases	true	true	true
1010373	MSP16 16A MCB SP	EL-HS-3064	85362030		INR 93.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 85.32	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 76.36		Sales and Purchases	true	true	true
1010374	MSP20 20A MCB SP	EL-HS-3065	85362030		INR 93.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 85.32	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 76.36		Sales and Purchases	true	true	true
1010375	MSP25 25A MCB SP	EL-HS-3066	85362030		INR 93.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 85.32	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 76.36		Sales and Purchases	true	true	true
1010376	MSP32 32A MCB SP	EL-HS-3067	85362030		INR 93.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	1			Active	pcs	Pieces	INR 85.32	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 76.36		Sales and Purchases	true	true	true
1010377	MSP40 40 A MCB SP	EL-HS-3068	85362030		INR 156.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 142.53	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 115.26		Sales and Purchases	true	true	true
1010378	MSP63 63 A MCB SP	EL-HS-3069	85362030		INR 198.80	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 180.71	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 145.44		Sales and Purchases	true	true	true
1010379	MTN06 06 A MCB TPN	EL-HS-3070	85362030		INR 560.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 509.04	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 399.60		Sales and Purchases	true	true	true
1010380	MTN10 10 A MCB TPN	EL-HS-3071	85362030		INR 560.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 509.04	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 399.60		Sales and Purchases	true	true	true
1010381	MTN16 16 A MCB TPN	EL-HS-3072	85362030		INR 560.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 509.04	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 399.60		Sales and Purchases	true	true	true
1010382	MTN20 20 A MCB TPN	EL-HS-3073	85362030		INR 560.00	Sales		true			goods	GST18	18	Group	IGST18	18	Simple	2			Active	pcs	Pieces	INR 509.04	Cost of Goods Sold		LP-16 WEF 2026-02-12	Inventory Asset				VIJAY ENTERPRISES	0	INR 399.60		Sales and Purchases	true	true	true
